Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Wide.Diameter.cm,Perp.Diameter.cm,Coral Number,Coral ID,No.Branches,No.Bitten.Branches,No.Scars.Massive.Corals,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,7.404,1.132,2,LTER1-Fringing Reef-2013-P5-Q7-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,3.035,2.034,3,LTER1-Fringing Reef-2013-P5-Q7-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,2.174,1.112,5,LTER1-Fringing Reef-2013-P5-Q7-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,4.235,2.523,6,LTER1-Fringing Reef-2013-P5-Q7-coral6,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,6.436,1.754,8,LTER1-Fringing Reef-2013-P5-Q7-coral8,0,0,3,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,4.211,2.273,9,LTER1-Fringing Reef-2013-P5-Q7-coral9,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,2.777,1.925,11,LTER1-Fringing Reef-2013-P5-Q7-coral11,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,9.479,2.791,12,LTER1-Fringing Reef-2013-P5-Q7-coral12,0,0,0,Yes,Yes,0,
mcr_lter2_fringingreef_pole4-5_qu2_20130408,Rebecca,LTER2,Fringing Reef,4,2,2013,LTER2-Fringing Reef-2013-P4,LTER2-Fringing Reef-2013-P4-Q2,Pocillopora,11.869,7.050,1,LTER2-Fringing Reef-2013-P4-Q2-coral1,44,0,0,No,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20130412-1,Rebecca,LTER3,Fringing Reef,1,1,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q1,Massive Porites,25.528,0.946,2,LTER3-Fringing Reef-2013-P1-Q1-coral2,0,0,4,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20130412-1,Rebecca,LTER3,Fringing Reef,1,1,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q1,Massive Porites,5.588,4.886,3,LTER3-Fringing Reef-2013-P1-Q1-coral3,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20130412-1,Rebecca,LTER3,Fringing Reef,1,1,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q1,Massive Porites,3.486,1.934,4,LTER3-Fringing Reef-2013-P1-Q1-coral4,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20130412-1,Rebecca,LTER3,Fringing Reef,1,2,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q2,Massive Porites,2.509,2.087,4,LTER3-Fringing Reef-2013-P1-Q2-coral4,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20130412-1,Rebecca,LTER3,Fringing Reef,1,2,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q2,Massive Porites,3.598,0.632,5,LTER3-Fringing Reef-2013-P1-Q2-coral5,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20130412-1,Rebecca,LTER3,Fringing Reef,1,2,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q2,Massive Porites,2.480,1.457,7,LTER3-Fringing Reef-2013-P1-Q2-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,22.198,7.739,1,LTER1-Fringing Reef-2010-P1-Q1-coral1,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,4.122,0.642,3,LTER1-Fringing Reef-2010-P1-Q1-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,12.413,0.806,4,LTER1-Fringing Reef-2010-P1-Q1-coral4,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,12.412,3.363,6,LTER1-Fringing Reef-2010-P1-Q1-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,7.120,5.424,7,LTER1-Fringing Reef-2010-P1-Q1-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,3.414,1.691,8,LTER1-Fringing Reef-2010-P1-Q1-coral8,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,3.245,1.002,3,LTER1-Fringing Reef-2010-P1-Q3-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,3.682,1.918,4,LTER1-Fringing Reef-2010-P1-Q3-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,2.055,1.861,2,LTER1-Fringing Reef-2010-P1-Q3-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu5_20100411,Rebecca,LTER1,Fringing Reef,1,5,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q5,Massive Porites,3.056,1.428,2,LTER1-Fringing Reef-2010-P1-Q5-coral2,0,0,5,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu6_20100411,Rebecca,LTER1,Fringing Reef,1,6,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q6,Massive Porites,26.255,2.658,11,LTER1-Fringing Reef-2010-P1-Q6-coral11,0,0,3,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu6_20100411,Rebecca,LTER1,Fringing Reef,1,6,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q6,Massive Porites,5.043,1.882,14,LTER1-Fringing Reef-2010-P1-Q6-coral14,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,2.784,2.340,6,LTER1-Fringing Reef-2010-P1-Q7-coral6,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,3.877,2.726,5,LTER1-Fringing Reef-2010-P1-Q7-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,2.226,1.000,4,LTER1-Fringing Reef-2010-P1-Q7-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,8.173,3.547,2,LTER1-Fringing Reef-2010-P1-Q7-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,6.031,3.374,1,LTER1-Fringing Reef-2010-P1-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,12.611,3.220,1,LTER1-Fringing Reef-2010-P1-Q8-coral1,0,0,13,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,3.069,1.565,2,LTER1-Fringing Reef-2010-P1-Q8-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,7.502,2.058,4,LTER1-Fringing Reef-2010-P1-Q8-coral4,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,2.252,1.174,5,LTER1-Fringing Reef-2010-P1-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,2.935,0.707,6,LTER1-Fringing Reef-2010-P1-Q8-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,5.007,3.674,7,LTER1-Fringing Reef-2010-P1-Q8-coral7,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.273,1.541,1,LTER1-Fringing Reef-2010-P5-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.138,2.111,2,LTER1-Fringing Reef-2010-P5-Q7-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.498,0.351,3,LTER1-Fringing Reef-2010-P5-Q7-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.786,1.040,5,LTER1-Fringing Reef-2010-P5-Q7-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.515,1.474,6,LTER1-Fringing Reef-2010-P5-Q7-coral6,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.017,0.829,7,LTER1-Fringing Reef-2010-P5-Q7-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,2.045,0.632,8,LTER1-Fringing Reef-2010-P5-Q7-coral8,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20100411,Rebecca,LTER1,Fringing Reef,5,7,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q7,Massive Porites,3.868,0.196,9,LTER1-Fringing Reef-2010-P5-Q7-coral9,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20100413,Rebecca,LTER3,Fringing Reef,1,1,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q1,Massive Porites,4.947,3.696,2,LTER3-Fringing Reef-2010-P1-Q1-coral2,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20100413,Rebecca,LTER3,Fringing Reef,1,1,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q1,Massive Porites,2.352,1.407,3,LTER3-Fringing Reef-2010-P1-Q1-coral3,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20100413,Rebecca,LTER3,Fringing Reef,1,2,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q2,Massive Porites,11.174,3.817,2,LTER3-Fringing Reef-2010-P1-Q2-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu3_20100413,Rebecca,LTER3,Fringing Reef,1,3,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q3,Massive Porites,8.910,4.635,1,LTER3-Fringing Reef-2010-P1-Q3-coral1,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole1-2_qu3_20100413,Rebecca,LTER3,Fringing Reef,1,3,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q3,Massive Porites,3.109,1.535,2,LTER3-Fringing Reef-2010-P1-Q3-coral2,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu1_20100413,Rebecca,LTER3,Fringing Reef,3,1,2010,LTER3-Fringing Reef-2010-P3,LTER3-Fringing Reef-2010-P3-Q1,Massive Porites,5.452,2.912,1,LTER3-Fringing Reef-2010-P3-Q1-coral1,0,0,7,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu1_20100413,Rebecca,LTER3,Fringing Reef,3,1,2010,LTER3-Fringing Reef-2010-P3,LTER3-Fringing Reef-2010-P3-Q1,Massive Porites,2.129,0.981,2,LTER3-Fringing Reef-2010-P3-Q1-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu1_20100413,Rebecca,LTER3,Fringing Reef,3,1,2010,LTER3-Fringing Reef-2010-P3,LTER3-Fringing Reef-2010-P3-Q1,Massive Porites,3.869,3.041,3,LTER3-Fringing Reef-2010-P3-Q1-coral3,0,0,2,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu1_20100413,Rebecca,LTER3,Fringing Reef,4,1,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q1,Massive Porites,9.553,4.240,1,LTER3-Fringing Reef-2010-P4-Q1-coral1,0,0,1,Yes,Yes,0,
mcr_lter3_fringingreef_pole4-5_qu1_20100413,Rebecca,LTER3,Fringing Reef,4,1,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q1,Massive Porites,5.174,5.446,5,LTER3-Fringing Reef-2010-P4-Q1-coral5,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu1_20100413,Rebecca,LTER3,Fringing Reef,4,1,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q1,Massive Porites,6.759,5.354,4,LTER3-Fringing Reef-2010-P4-Q1-coral4,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,5.762,2.651,8,LTER3-Fringing Reef-2010-P4-Q2-coral8,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,5.393,2.003,7,LTER3-Fringing Reef-2010-P4-Q2-coral7,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,2.182,1.970,6,LTER3-Fringing Reef-2010-P4-Q2-coral6,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,3.286,1.264,4,LTER3-Fringing Reef-2010-P4-Q2-coral4,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,6.029,2.766,1,LTER3-Fringing Reef-2010-P4-Q2-coral1,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,3.691,1.536,2,LTER3-Fringing Reef-2010-P4-Q2-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,2.935,2.763,12,LTER3-Fringing Reef-2010-P4-Q2-coral12,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20100413,Rebecca,LTER3,Fringing Reef,4,2,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q2,Massive Porites,8.823,3.465,10,LTER3-Fringing Reef-2010-P4-Q2-coral10,0,0,2,Yes,Yes,0,
mcr_lter3_fringingreef_pole4-5_qu3_20100413,Rebecca,LTER3,Fringing Reef,4,3,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q3,Massive Porites,2.604,2.246,3,LTER3-Fringing Reef-2010-P4-Q3-coral3,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole4-5_qu6_20100413,Rebecca,LTER3,Fringing Reef,4,6,2010,LTER3-Fringing Reef-2010-P4,LTER3-Fringing Reef-2010-P4-Q6,Massive Porites,4.883,3.129,1,LTER3-Fringing Reef-2010-P4-Q6-coral1,0,0,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole1-2_qu6_20100413,Rebecca,LTER4,Fringing Reef,1,6,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q6,Massive Porites,7.048,3.110,2,LTER4-Fringing Reef-2010-P1-Q6-coral2,0,0,1,Yes,Yes,0,
mcr_lter4_fringingreef_pole1-2_qu6_20100413,Rebecca,LTER4,Fringing Reef,1,6,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q6,Massive Porites,6.066,3.193,1,LTER4-Fringing Reef-2010-P1-Q6-coral1,0,0,2,Yes,No,0,
mcr_lter4_fringingreef_pole1-2_qu6_20100413,Rebecca,LTER4,Fringing Reef,1,6,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q6,Massive Porites,6.431,1.826,4,LTER4-Fringing Reef-2010-P1-Q6-coral4,0,0,1,Yes,No,0,
mcr_lter4_fringingreef_pole1-2_qu6_20100413,Rebecca,LTER4,Fringing Reef,1,6,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q6,Massive Porites,4.346,1.312,5,LTER4-Fringing Reef-2010-P1-Q6-coral5,0,0,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole1-2_qu7_20100413,Rebecca,LTER4,Fringing Reef,1,7,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q7,Massive Porites,26.979,12.286,1,LTER4-Fringing Reef-2010-P1-Q7-coral1,0,0,5,Yes,Yes,0,
mcr_lter4_fringingreef_pole1-2_qu7_20100413,Rebecca,LTER4,Fringing Reef,1,7,2010,LTER4-Fringing Reef-2010-P1,LTER4-Fringing Reef-2010-P1-Q7,Massive Porites,7.471,3.827,2,LTER4-Fringing Reef-2010-P1-Q7-coral2,0,0,1,Yes,No,0,
mcr_lter4_fringingreef_pole2-3_qu1_20100413,Rebecca,LTER4,Fringing Reef,2,1,2010,LTER4-Fringing Reef-2010-P2,LTER4-Fringing Reef-2010-P2-Q1,Massive Porites,5.921,3.722,1,LTER4-Fringing Reef-2010-P2-Q1-coral1,0,0,1,Yes,No,0,
mcr_lter4_fringingreef_pole2-3_qu1_20100413,Rebecca,LTER4,Fringing Reef,2,1,2010,LTER4-Fringing Reef-2010-P2,LTER4-Fringing Reef-2010-P2-Q1,Massive Porites,6.416,3.104,4,LTER4-Fringing Reef-2010-P2-Q1-coral4,0,0,0,No,Yes,0,
mcr_lter4_fringingreef_pole2-3_qu3_20100413,Rebecca,LTER4,Fringing Reef,2,3,2010,LTER4-Fringing Reef-2010-P2,LTER4-Fringing Reef-2010-P2-Q3,Massive Porites,14.134,7.696,1,LTER4-Fringing Reef-2010-P2-Q3-coral1,0,0,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole2-3_qu7_20100413,Rebecca,LTER4,Fringing Reef,2,7,2010,LTER4-Fringing Reef-2010-P2,LTER4-Fringing Reef-2010-P2-Q7,Massive Porites,2.216,0.762,2,LTER4-Fringing Reef-2010-P2-Q7-coral2,0,0,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole2-3_qu8_20100413,Rebecca,LTER4,Fringing Reef,2,8,2010,LTER4-Fringing Reef-2010-P2,LTER4-Fringing Reef-2010-P2-Q8,Massive Porites,9.824,5.555,1,LTER4-Fringing Reef-2010-P2-Q8-coral1,0,0,2,Yes,No,0,
mcr_lter4_fringingreef_pole3-4_qu3_20100413,Rebecca,LTER4,Fringing Reef,3,3,2010,LTER4-Fringing Reef-2010-P3,LTER4-Fringing Reef-2010-P3-Q3,Massive Porites,4.434,1.725,4,LTER4-Fringing Reef-2010-P3-Q3-coral4,0,0,2,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu6_20100413,Rebecca,LTER4,Fringing Reef,4,6,2010,LTER4-Fringing Reef-2010-P4,LTER4-Fringing Reef-2010-P4-Q6,Massive Porites,14.938,8.533,1,LTER4-Fringing Reef-2010-P4-Q6-coral1,0,0,1,Yes,Yes,0,
mcr_lter4_fringingreef_pole4-5_qu6_20100413,Rebecca,LTER4,Fringing Reef,4,6,2010,LTER4-Fringing Reef-2010-P4,LTER4-Fringing Reef-2010-P4-Q6,Massive Porites,10.288,6.040,2,LTER4-Fringing Reef-2010-P4-Q6-coral2,0,0,2,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu6_20100413,Rebecca,LTER4,Fringing Reef,4,6,2010,LTER4-Fringing Reef-2010-P4,LTER4-Fringing Reef-2010-P4-Q6,Massive Porites,4.133,3.311,3,LTER4-Fringing Reef-2010-P4-Q6-coral3,0,0,0,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu7_20100413,Rebecca,LTER4,Fringing Reef,4,7,2010,LTER4-Fringing Reef-2010-P4,LTER4-Fringing Reef-2010-P4-Q7,Massive Porites,14.843,3.164,2,LTER4-Fringing Reef-2010-P4-Q7-coral2,0,0,1,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu7_20100413,Rebecca,LTER4,Fringing Reef,4,8,2010,LTER4-Fringing Reef-2010-P4,LTER4-Fringing Reef-2010-P4-Q8,Massive Porites,7.809,1.692,1,LTER4-Fringing Reef-2010-P4-Q8-coral1,0,0,2,Yes,Yes,0,
mcr_lter4_fringingreef_pole5-6_qu6_20100413,Rebecca,LTER4,Fringing Reef,5,6,2010,LTER4-Fringing Reef-2010-P5,LTER4-Fringing Reef-2010-P5-Q6,Massive Porites,5.166,1.099,2,LTER4-Fringing Reef-2010-P5-Q6-coral2,0,0,0,Yes,No,0,
mcr_lter4_fringingreef_pole5-6_qu6_20100413,Rebecca,LTER4,Fringing Reef,5,6,2010,LTER4-Fringing Reef-2010-P5,LTER4-Fringing Reef-2010-P5-Q6,Massive Porites,4.394,0.327,4,LTER4-Fringing Reef-2010-P5-Q6-coral4,0,0,1,Yes,No,0,
mcr_lter4_fringingreef_pole5-6_qu6_20100413,Rebecca,LTER4,Fringing Reef,5,6,2010,LTER4-Fringing Reef-2010-P5,LTER4-Fringing Reef-2010-P5-Q6,Massive Porites,10.486,5.518,5,LTER4-Fringing Reef-2010-P5-Q6-coral5,0,0,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole5-6_qu8_20100413,Rebecca,LTER4,Fringing Reef,5,8,2010,LTER4-Fringing Reef-2010-P5,LTER4-Fringing Reef-2010-P5-Q8,Massive Porites,5.043,1.705,3,LTER4-Fringing Reef-2010-P5-Q8-coral3,0,0,0,Yes,Yes,0,
