Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Wide.Diameter.cm,Perp.Diameter.cm,Coral Number,Coral ID,No.Branches,No.Bitten.Branches,No.Scars.Massive.Corals,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter1_fringingreef_pole5-6_qu2_20100411,Rebecca,LTER1,Fringing Reef,5,2,2010,LTER1-Fringing Reef-2010-P5,LTER1-Fringing Reef-2010-P5-Q2,Massive Porites,16.508,5.489,1,LTER1-Fringing Reef-2010-P5-Q2-coral1,0,0,0,Yes,Yes,4,No transect
mcr_lter1_fringingreef_pole3-4_qu7_20060417,Rebecca,LTER1,Fringing Reef,3,7,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q7,Massive Porites,12.494,5.445,2,LTER1-Fringing Reef-2006-P3-Q7-coral2,0,0,0,Yes,No,5,one is a christmas tree worm
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,30.182,21.417,5,LTER1-Fringing Reef-2006-P5-Q1-coral5,0,0,11,Yes,No,7,one is a christmas tree worm
mcr_lter5_fringingreef_pole4-5_qu4_20060421,Garrett,LTER5,Fringing Reef,4,4,2006,LTER5-Fringing Reef-2006-P4,LTER5-Fringing Reef-2006-P4-Q4,Massive Porites,12.555,10.355,3,LTER5-Fringing Reef-2006-P4-Q4-coral3,0,0,0,Yes,Yes,3,one larger hole - not Lithophaga
mcr_lter2_fringingreef_pole5-6_qu3_20060417,Rebecca,LTER2,Fringing Reef,5,3,2006,LTER2-Fringing Reef-2006-P5,LTER2-Fringing Reef-2006-P5-Q3,Acropora,13.164,6.711,1,LTER2-Fringing Reef-2006-P5-Q3-coral1,0,0,0,No,Yes,0,plating morphology
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,8.067,3.475,4,LTER1-Fringing Reef-2006-P4-Q6-coral4,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,23.964,4.160,5,LTER1-Fringing Reef-2006-P4-Q6-coral5,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,5.806,2.564,6,LTER1-Fringing Reef-2006-P4-Q6-coral6,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,6.911,2.502,5,LTER1-Fringing Reef-2010-P1-Q3-coral5,0,0,0,Yes,Yes,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,3.896,2.352,6,LTER1-Fringing Reef-2010-P1-Q3-coral6,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,42.676,18.956,8,LTER1-Fringing Reef-2010-P1-Q8-coral8,0,0,0,Yes,Yes,3,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,4.818,1.213,4,LTER1-Fringing Reef-2013-P4-Q5-coral4,0,0,0,yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,5.322,4.853,7,LTER1-Fringing Reef-2013-P4-Q5-coral7,0,0,1,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,4,7,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q7,Massive Porites,10.218,10.289,1,LTER1-Fringing Reef-2013-P4-Q7-coral1,0,0,3,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,13.432,2.818,10,LTER1-Fringing Reef-2013-P5-Q7-coral10,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole5-6_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,5,8,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q8,Massive Porites,5.140,4.079,1,LTER1-Fringing Reef-2013-P5-Q8-coral1,0,0,0,Yes,Yes,0,thin scrap-like scars
mcr_lter1_fringingreef_pole5-6_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,5,8,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q8,Massive Porites,4.519,0.709,2,LTER1-Fringing Reef-2013-P5-Q8-coral2,0,0,0,,No,0,thin scrap-like scars
mcr_lter3_fringingreef_pole1-2_qu4_20130412-1,Mallory,LTER3,Fringing Reef,1,4,2013,LTER3-Fringing Reef-2013-P1,LTER3-Fringing Reef-2013-P1-Q4,Massive Porites,4.507,1.679,2,LTER3-Fringing Reef-2013-P1-Q4-coral2,0,0,0,No,No,0,thin scrap-like scars
mcr_lter3_fringingreef_pole5-6_qu5_20130412-1,Mallory,LTER3,Fringing Reef,5,5,2013,LTER3-Fringing Reef-2013-P5,LTER3-Fringing Reef-2013-P5-Q5,Massive Porites,5.022,4.246,7,LTER3-Fringing Reef-2013-P5-Q5-coral7,0,0,1,No,No,0,thin scrap-like scars
mcr_lter3_fringingreef_pole3-4_qu7_20130412,Mallory,LTER3,Fringing Reef,3,7,2013,LTER3-Fringing Reef-2013-P3,LTER3-Fringing Reef-2013-P3-Q7,Massive Porites,9.833,9.365,1,LTER3-Fringing Reef-2013-P3-Q7-coral1,0,0,2,No,Yes,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,26.643,14.809,3,LTER1-Fringing Reef-2010-P1-Q7-coral3,0,0,19,Yes,No,4,thin scrap-like scars; 2 borers are lithophaga
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,8.645,3.856,7,LTER1-Fringing Reef-2013-P5-Q7-coral7,0,0,0,Yes,No,1,thin scrap-like scars
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,35.317,22.338,1,LTER1-Fringing Reef-2013-P3-Q8-coral1,0,0,6,Yes,Yes,3,thin scrap-like scars
mcr_lter3_fringingreef_pole1-2_qu1_20100413,Rebecca,LTER3,Fringing Reef,1,1,2010,LTER3-Fringing Reef-2010-P1,LTER3-Fringing Reef-2010-P1-Q1,Massive Porites,20.714,17.147,1,LTER3-Fringing Reef-2010-P1-Q1-coral1,0,0,4,Yes,No,3,thin scrap-like scars
mcr_lter6_fringingreef_pole3-4_qu1_20060421,Garrett,LTER6,Fringing Reef,3,1,2006,LTER6-Fringing Reef-2006-P3,LTER6-Fringing Reef-2006-P3-Q1,Massive Porites,22.805,17.743,1,LTER6-Fringing Reef-2006-P3-Q1-coral1,0,0,0,No,No,0,Too washed out to see scars
mcr_lter3_fringingreef_pole5-6_qu4_20130412-1,Mallory,LTER3,Fringing Reef,5,4,2013,LTER3-Fringing Reef-2013-P5,LTER3-Fringing Reef-2013-P5-Q4,Massive Porites,13.796,12.432,2,LTER3-Fringing Reef-2013-P5-Q4-coral2,0,0,32,Yes,No,0,transect tape covering coral
mcr_lter3_fringingreef_pole4-5_qu3_20130412-1,Mallory,LTER3,Fringing Reef,4,3,2013,LTER3-Fringing Reef-2013-P4,LTER3-Fringing Reef-2013-P4-Q3,Massive Porites,8.192,8.006,1,LTER3-Fringing Reef-2013-P4-Q3-coral1,0,0,1,Yes,Yes,7,transect tape covering coral
mcr_lter1_fringingreef_pole4-5_qu7_20060417,Rebecca,LTER1,Fringing Reef,4,7,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q7,Massive Porites,26.088,8.923,1,LTER1-Fringing Reef-2006-P4-Q7-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu8_20060417,Rebecca,LTER1,Fringing Reef,4,8,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q8,Massive Porites,10.353,2.865,1,LTER1-Fringing Reef-2006-P4-Q8-coral1,0,0,12,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu8_20060417,Rebecca,LTER1,Fringing Reef,4,8,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q8,Massive Porites,7.465,1.896,2,LTER1-Fringing Reef-2006-P4-Q8-coral2,0,0,3,Yes,Yes,1,
mcr_lter1_fringingreef_pole1-2_qu1_20060417,Rebecca,LTER1,Fringing Reef,1,1,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q1,Massive Porites,13.633,6.811,1,LTER1-Fringing Reef-2006-P1-Q1-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu2_20060417,Rebecca,LTER1,Fringing Reef,1,2,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q2,Massive Porites,21.662,8.243,1,LTER1-Fringing Reef-2006-P1-Q2-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu4_20060417,Rebecca,LTER1,Fringing Reef,1,4,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q4,Massive Porites,7.289,0.975,1,LTER1-Fringing Reef-2006-P1-Q4-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu4_20060417,Rebecca,LTER1,Fringing Reef,1,4,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q4,Massive Porites,2.361,0.927,2,LTER1-Fringing Reef-2006-P1-Q4-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu5_20060417,Rebecca,LTER1,Fringing Reef,1,5,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q5,Massive Porites,3.794,1.926,2,LTER1-Fringing Reef-2006-P1-Q5-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20060417,Rebecca,LTER1,Fringing Reef,1,8,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q8,Massive Porites,50.867,32.197,1,LTER1-Fringing Reef-2006-P1-Q8-coral1,0,0,6,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20060417,Rebecca,LTER1,Fringing Reef,2,1,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q1,Massive Porites,49.021,37.342,1,LTER1-Fringing Reef-2006-P2-Q1-coral1,0,0,5,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,4.130,4.142,1,LTER1-Fringing Reef-2010-P2-Q1-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,5.636,3.485,2,LTER1-Fringing Reef-2010-P2-Q1-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,6.549,4.894,3,LTER1-Fringing Reef-2010-P2-Q1-coral3,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,3.906,2.548,4,LTER1-Fringing Reef-2010-P2-Q1-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,16.099,11.641,1,LTER1-Fringing Reef-2010-P2-Q4-coral1,0,0,7,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,6.117,3.054,2,LTER1-Fringing Reef-2010-P2-Q4-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,6.168,3.268,3,LTER1-Fringing Reef-2010-P2-Q4-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,5.029,1.484,7,LTER1-Fringing Reef-2010-P2-Q4-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,5.683,4.002,1,LTER1-Fringing Reef-2006-P2-Q5-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,5.631,1.573,2,LTER1-Fringing Reef-2006-P2-Q5-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,6.159,1.535,3,LTER1-Fringing Reef-2006-P2-Q5-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu7_20060417,Rebecca,LTER1,Fringing Reef,2,7,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q7,Massive Porites,15.557,8.497,2,LTER1-Fringing Reef-2006-P2-Q7-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,8.734,3.245,1,LTER1-Fringing Reef-2006-P2-Q8-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,4.531,3648.000,4,LTER1-Fringing Reef-2006-P2-Q8-coral4,0,0,19,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,8.204,2.340,5,LTER1-Fringing Reef-2006-P2-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,13.443,7.041,1,LTER1-Fringing Reef-2006-P3-Q2-coral1,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,10.842,5.564,2,LTER1-Fringing Reef-2006-P3-Q2-coral2,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,6.109,3.037,3,LTER1-Fringing Reef-2006-P3-Q2-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,3.892,1.095,4,LTER1-Fringing Reef-2006-P3-Q2-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,10.412,3.033,1,LTER1-Fringing Reef-2010-P3-Q3-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,10.571,3.061,2,LTER1-Fringing Reef-2010-P3-Q3-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,9.128,2.656,3,LTER1-Fringing Reef-2010-P3-Q3-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu4_20100411,Rebecca,LTER1,Fringing Reef,3,4,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q4,Massive Porites,8.259,4.437,1,LTER1-Fringing Reef-2010-P3-Q4-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu5_20100411,Rebecca,LTER1,Fringing Reef,3,5,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q5,Massive Porites,7.220,4.370,1,LTER1-Fringing Reef-2010-P3-Q5-coral1,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu8_20100411,Rebecca,LTER1,Fringing Reef,3,8,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q8,Massive Porites,5.088,3.670,1,LTER1-Fringing Reef-2010-P3-Q8-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20100411,Rebecca,LTER1,Fringing Reef,3,8,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q8,Massive Porites,26.435,15.804,2,LTER1-Fringing Reef-2010-P3-Q8-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu3_20100411,Rebecca,LTER1,Fringing Reef,4,3,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q3,Massive Porites,6.109,5.620,1,LTER1-Fringing Reef-2010-P4-Q3-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20060417,Rebecca,LTER1,Fringing Reef,4,5,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q5,Massive Porites,8.592,6.640,1,LTER1-Fringing Reef-2006-P4-Q5-coral1,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,16.617,11.285,1,LTER1-Fringing Reef-2006-P4-Q6-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,3.345,2.601,2,LTER1-Fringing Reef-2006-P5-Q1-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,21.854,5.126,3,LTER1-Fringing Reef-2006-P5-Q1-coral3,0,0,4,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,11.604,6.552,4,LTER1-Fringing Reef-2006-P5-Q1-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,32.752,15.161,7,LTER1-Fringing Reef-2006-P5-Q1-coral7,0,0,10,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu2_20060417,Rebecca,LTER1,Fringing Reef,5,2,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q2,Massive Porites,19.812,2.564,2,LTER1-Fringing Reef-2006-P5-Q2-coral2,0,0,4,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu3_20060417,Rebecca,LTER1,Fringing Reef,5,3,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q3,Massive Porites,5.117,3.552,1,LTER1-Fringing Reef-2006-P5-Q3-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu3_20060417,Rebecca,LTER1,Fringing Reef,5,3,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q3,Massive Porites,2.627,1.236,2,LTER1-Fringing Reef-2006-P5-Q3-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu4_20060417,Rebecca,LTER1,Fringing Reef,5,4,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q4,Massive Porites,9.451,2.766,2,LTER1-Fringing Reef-2006-P5-Q4-coral2,0,0,4,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu5_20060417,Rebecca,LTER1,Fringing Reef,5,5,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q5,Massive Porites,7.302,2.667,1,LTER1-Fringing Reef-2006-P5-Q5-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu8_20060417,Rebecca,LTER1,Fringing Reef,5,8,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q8,Massive Porites,14.295,12.913,3,LTER1-Fringing Reef-2006-P5-Q8-coral3,0,0,1,Yes,Yes,0,
mcr_lter2_fringingreef_pole5-6_qu5_20060417,Rebecca,LTER2,Fringing Reef,5,5,2006,LTER2-Fringing Reef-2006-P5,LTER2-Fringing Reef-2006-P5-Q5,Pocillopora,8.385,4.164,1,LTER2-Fringing Reef-2006-P5-Q5-coral1,6,3,0,No,Yes,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,2.766,2.380,2,LTER3-Fringing Reef-2006-P1-Q1-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,3.729,2.449,3,LTER3-Fringing Reef-2006-P1-Q1-coral3,0,0,2,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,2.089,1.171,4,LTER3-Fringing Reef-2006-P1-Q1-coral4,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,3.113,2.581,5,LTER3-Fringing Reef-2006-P1-Q1-coral5,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,2.421,1.106,6,LTER3-Fringing Reef-2006-P1-Q1-coral6,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu1_20060418,Rebecca,LTER3,Fringing Reef,1,1,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q1,Massive Porites,4.545,1.804,7,LTER3-Fringing Reef-2006-P1-Q1-coral7,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20060418,Rebecca,LTER3,Fringing Reef,1,2,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q2,Massive Porites,2.443,1.669,4,LTER3-Fringing Reef-2006-P1-Q2-coral4,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20060418,Rebecca,LTER3,Fringing Reef,1,2,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q2,Massive Porites,6.605,4.991,5,LTER3-Fringing Reef-2006-P1-Q2-coral5,0,0,2,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20060418,Rebecca,LTER3,Fringing Reef,1,2,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q2,Massive Porites,3.218,0.608,8,LTER3-Fringing Reef-2006-P1-Q2-coral8,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu2_20060418,Rebecca,LTER3,Fringing Reef,1,2,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q2,Massive Porites,2.782,1.628,9,LTER3-Fringing Reef-2006-P1-Q2-coral9,0,0,0,Yes,No,0,
